"Step","vague-yogurt-24 - ae","vague-yogurt-24 - ae__MIN","vague-yogurt-24 - ae__MAX"
"5000","0.0029248616192489862","0.0029248616192489862","0.0029248616192489862"
"10000","0.003353568259626627","0.003353568259626627","0.003353568259626627"
"15000","0.0029057979118078947","0.0029057979118078947","0.0029057979118078947"
"20000","0.0027680706698447466","0.0027680706698447466","0.0027680706698447466"
"25000","0.00289994222112","0.00289994222112","0.00289994222112"
"30000","0.0026509654708206654","0.0026509654708206654","0.0026509654708206654"
"35000","0.0029556811787188053","0.0029556811787188053","0.0029556811787188053"
"40000","0.0030233548022806644","0.0030233548022806644","0.0030233548022806644"
"45000","0.002980643417686224","0.002980643417686224","0.002980643417686224"
"50000","0.0032322665210813284","0.0032322665210813284","0.0032322665210813284"
"55000","0.0028382372111082077","0.0028382372111082077","0.0028382372111082077"
"60000","0.0030631115660071373","0.0030631115660071373","0.0030631115660071373"
"65000","0.0026743810158222914","0.0026743810158222914","0.0026743810158222914"
"70000","0.0029368505347520113","0.0029368505347520113","0.0029368505347520113"
"75000","0.0023879033979028463","0.0023879033979028463","0.0023879033979028463"
"80000","0.002746193902567029","0.002746193902567029","0.002746193902567029"
"85000","0.002676690462976694","0.002676690462976694","0.002676690462976694"
"90000","0.002499894704669714","0.002499894704669714","0.002499894704669714"
"95000","0.0025052791461348534","0.0025052791461348534","0.0025052791461348534"
"100000","0.0022631315514445305","0.0022631315514445305","0.0022631315514445305"
"105000","0.002327725989744067","0.002327725989744067","0.002327725989744067"
"110000","0.0022988326381891966","0.0022988326381891966","0.0022988326381891966"
"115000","0.0022682195995002985","0.0022682195995002985","0.0022682195995002985"
"120000","0.002218125853687525","0.002218125853687525","0.002218125853687525"
"125000","0.002572291065007448","0.002572291065007448","0.002572291065007448"
"130000","0.0021458787377923727","0.0021458787377923727","0.0021458787377923727"
"135000","0.002289828611537814","0.002289828611537814","0.002289828611537814"
"140000","0.002131396671757102","0.002131396671757102","0.002131396671757102"
"145000","0.0021165942307561636","0.0021165942307561636","0.0021165942307561636"
"150000","0.0020272070541977882","0.0020272070541977882","0.0020272070541977882"
"155000","0.0023271236568689346","0.0023271236568689346","0.0023271236568689346"
"160000","0.0019701046403497458","0.0019701046403497458","0.0019701046403497458"
"165000","0.002199888462200761","0.002199888462200761","0.002199888462200761"
"170000","0.0020846861880272627","0.0020846861880272627","0.0020846861880272627"
"175000","0.0018871219363063574","0.0018871219363063574","0.0018871219363063574"
"180000","0.0019022217020392418","0.0019022217020392418","0.0019022217020392418"
"185000","0.0021151460241526365","0.0021151460241526365","0.0021151460241526365"
"190000","0.0022794553078711033","0.0022794553078711033","0.0022794553078711033"
"195000","0.002115529263392091","0.002115529263392091","0.002115529263392091"
"200000","0.0018384166760370135","0.0018384166760370135","0.0018384166760370135"
"205000","0.0021418065298348665","0.0021418065298348665","0.0021418065298348665"
"210000","0.0019976627081632614","0.0019976627081632614","0.0019976627081632614"
"215000","0.0022508983965963125","0.0022508983965963125","0.0022508983965963125"
"220000","0.0019164069090038538","0.0019164069090038538","0.0019164069090038538"
"225000","0.0020679275039583445","0.0020679275039583445","0.0020679275039583445"
"230000","0.002098244847729802","0.002098244847729802","0.002098244847729802"
"235000","0.0022410345263779163","0.0022410345263779163","0.0022410345263779163"
"240000","0.0018248965498059988","0.0018248965498059988","0.0018248965498059988"
"245000","0.002093232935294509","0.002093232935294509","0.002093232935294509"
"250000","0.0019970445428043604","0.0019970445428043604","0.0019970445428043604"
"255000","0.0020461520180106163","0.0020461520180106163","0.0020461520180106163"
"260000","0.0022047001402825117","0.0022047001402825117","0.0022047001402825117"
"265000","0.0019278296967968345","0.0019278296967968345","0.0019278296967968345"
"270000","0.0018983733607456088","0.0018983733607456088","0.0018983733607456088"
"275000","0.002221926348283887","0.002221926348283887","0.002221926348283887"
"280000","0.002155476249754429","0.002155476249754429","0.002155476249754429"
"285000","0.0020941037219017744","0.0020941037219017744","0.0020941037219017744"
"290000","0.0022927101235836744","0.0022927101235836744","0.0022927101235836744"
"295000","0.0021480496507138014","0.0021480496507138014","0.0021480496507138014"
"300000","0.0022124203387647867","0.0022124203387647867","0.0022124203387647867"
"305000","0.002076075179502368","0.002076075179502368","0.002076075179502368"
"310000","0.0022952368017286062","0.0022952368017286062","0.0022952368017286062"
"315000","0.0022281594574451447","0.0022281594574451447","0.0022281594574451447"
"320000","0.0021162820048630238","0.0021162820048630238","0.0021162820048630238"
"325000","0.001978463726118207","0.001978463726118207","0.001978463726118207"
"330000","0.002274430124089122","0.002274430124089122","0.002274430124089122"
"335000","0.002008669776841998","0.002008669776841998","0.002008669776841998"
"340000","0.0023532554041594267","0.0023532554041594267","0.0023532554041594267"
"345000","0.0018938594730570912","0.0018938594730570912","0.0018938594730570912"
"350000","0.0022090787533670664","0.0022090787533670664","0.0022090787533670664"
"355000","0.0022963942028582096","0.0022963942028582096","0.0022963942028582096"
"360000","0.0021715513430535793","0.0021715513430535793","0.0021715513430535793"
"365000","0.0022574609611183405","0.0022574609611183405","0.0022574609611183405"
"370000","0.0022481069900095463","0.0022481069900095463","0.0022481069900095463"
"375000","0.002255099592730403","0.002255099592730403","0.002255099592730403"
"380000","0.0021195863373577595","0.0021195863373577595","0.0021195863373577595"
"385000","0.002057983772829175","0.002057983772829175","0.002057983772829175"
"390000","0.0020335628651082516","0.0020335628651082516","0.0020335628651082516"
"395000","0.0019434868590906262","0.0019434868590906262","0.0019434868590906262"
"400000","0.002322584390640259","0.002322584390640259","0.002322584390640259"
"405000","0.0019278601976111531","0.0019278601976111531","0.0019278601976111531"
"410000","0.002091490663588047","0.002091490663588047","0.002091490663588047"
"415000","0.002103974809870124","0.002103974809870124","0.002103974809870124"
"420000","0.0021369995083659887","0.0021369995083659887","0.0021369995083659887"
"425000","0.0019723952282220125","0.0019723952282220125","0.0019723952282220125"
"430000","0.002234924118965864","0.002234924118965864","0.002234924118965864"
"435000","0.0021792955230921507","0.0021792955230921507","0.0021792955230921507"
"440000","0.0019887478556483984","0.0019887478556483984","0.0019887478556483984"
"445000","0.002364584244787693","0.002364584244787693","0.002364584244787693"
"450000","0.002006207825616002","0.002006207825616002","0.002006207825616002"
"455000","0.0022374133113771677","0.0022374133113771677","0.0022374133113771677"
"460000","0.0021918276324868202","0.0021918276324868202","0.0021918276324868202"
"465000","0.001955622574314475","0.001955622574314475","0.001955622574314475"
"470000","0.0018529542721807957","0.0018529542721807957","0.0018529542721807957"
"475000","0.0018749089213088155","0.0018749089213088155","0.0018749089213088155"
"480000","0.0020043456461280584","0.0020043456461280584","0.0020043456461280584"
"485000","0.001957251224666834","0.001957251224666834","0.001957251224666834"
"490000","0.0022859363816678524","0.0022859363816678524","0.0022859363816678524"
"495000","0.0019494862062856555","0.0019494862062856555","0.0019494862062856555"
"500000","0.002183143747970462","0.002183143747970462","0.002183143747970462"