"Step","main_2D_run - curl","main_2D_run - curl__MIN","main_2D_run - curl__MAX","scalar_potential_run - curl","scalar_potential_run - curl__MIN","scalar_potential_run - curl__MAX"
"5000","0.00004165198333794251","0.00004165198333794251","0.00004165198333794251","0.0004830773686990142","0.0004830773686990142","0.0004830773686990142"
"10000","0.00001562453508086037","0.00001562453508086037","0.00001562453508086037","0.00008325027010869235","0.00008325027010869235","0.00008325027010869235"
"15000","0.000008750196684559342","0.000008750196684559342","0.000008750196684559342","0.000013261940694064833","0.000013261940694064833","0.000013261940694064833"
"20000","0.000010916457540588453","0.000010916457540588453","0.000010916457540588453","0.000005293617505230941","0.000005293617505230941","0.000005293617505230941"
"25000","0.0000058556029216561","0.0000058556029216561","0.0000058556029216561","0.0000038096716252766782","0.0000038096716252766782","0.0000038096716252766782"
"30000","0.00000624906124357949","0.00000624906124357949","0.00000624906124357949","0.000004682951384893386","0.000004682951384893386","0.000004682951384893386"
"35000","0.000005940674782323185","0.000005940674782323185","0.000005940674782323185","0.000003459717845544219","0.000003459717845544219","0.000003459717845544219"
"40000","0.00000419668003814877","0.00000419668003814877","0.00000419668003814877","0.000004574065314955078","0.000004574065314955078","0.000004574065314955078"
"45000","0.000004012945737486007","0.000004012945737486007","0.000004012945737486007","0.000003404654989935807","0.000003404654989935807","0.000003404654989935807"
"50000","0.0000070105106715345755","0.0000070105106715345755","0.0000070105106715345755","0.0000027865405627380824","0.0000027865405627380824","0.0000027865405627380824"
"55000","0.000002111109324687277","0.000002111109324687277","0.000002111109324687277","0.0000032603843465039972","0.0000032603843465039972","0.0000032603843465039972"
"60000","0.000006671418304904364","0.000006671418304904364","0.000006671418304904364","0.00000344317959388718","0.00000344317959388718","0.00000344317959388718"
"65000","0.000003366893224665546","0.000003366893224665546","0.000003366893224665546","0.0000022350027393258642","0.0000022350027393258642","0.0000022350027393258642"
"70000","0.0000035226630643592216","0.0000035226630643592216","0.0000035226630643592216","0.000002981446414196398","0.000002981446414196398","0.000002981446414196398"
"75000","0.000002697413492569467","0.000002697413492569467","0.000002697413492569467","0.0000016216961284953868","0.0000016216961284953868","0.0000016216961284953868"
"80000","0.000001805961801437661","0.000001805961801437661","0.000001805961801437661","0.0000021539863155339845","0.0000021539863155339845","0.0000021539863155339845"
"85000","0.00000355828683495929","0.00000355828683495929","0.00000355828683495929","0.0000018347665218243492","0.0000018347665218243492","0.0000018347665218243492"
"90000","0.0000025027077299455414","0.0000025027077299455414","0.0000025027077299455414","0.000001925261813084944","0.000001925261813084944","0.000001925261813084944"
"95000","0.0000018302326907360111","0.0000018302326907360111","0.0000018302326907360111","0.0000023946649889694527","0.0000023946649889694527","0.0000023946649889694527"
"100000","0.000002047889438472339","0.000002047889438472339","0.000002047889438472339","0.0000023441220946551766","0.0000023441220946551766","0.0000023441220946551766"
"105000","0.0000021997357180225663","0.0000021997357180225663","0.0000021997357180225663","0.0000013011597275180975","0.0000013011597275180975","0.0000013011597275180975"
"110000","0.0000014658297686764854","0.0000014658297686764854","0.0000014658297686764854","0.0000015580092167510884","0.0000015580092167510884","0.0000015580092167510884"
"115000","0.000001947169494087575","0.000001947169494087575","0.000001947169494087575","0.0000010839318065336556","0.0000010839318065336556","0.0000010839318065336556"
"120000","0.000003840446424874244","0.000003840446424874244","0.000003840446424874244","0.0000014365075458044885","0.0000014365075458044885","0.0000014365075458044885"
"125000","0.0000025330675725854235","0.0000025330675725854235","0.0000025330675725854235","0.0000013844953627994983","0.0000013844953627994983","0.0000013844953627994983"
"130000","0.0000017952039570445777","0.0000017952039570445777","0.0000017952039570445777","0.0000014255090263759485","0.0000014255090263759485","0.0000014255090263759485"
"135000","0.000003471254558462533","0.000003471254558462533","0.000003471254558462533","7.982031888786878e-7","7.982031888786878e-7","7.982031888786878e-7"
"140000","0.000001756881715664349","0.000001756881715664349","0.000001756881715664349","0.0000015533039459114661","0.0000015533039459114661","0.0000015533039459114661"
"145000","0.0000023465941012545954","0.0000023465941012545954","0.0000023465941012545954","0.0000017223907207153388","0.0000017223907207153388","0.0000017223907207153388"
"150000","0.0000019686890482262243","0.0000019686890482262243","0.0000019686890482262243","9.143031434177828e-7","9.143031434177828e-7","9.143031434177828e-7"
"155000","0.0000034656547995837172","0.0000034656547995837172","0.0000034656547995837172","8.683351779836812e-7","8.683351779836812e-7","8.683351779836812e-7"
"160000","0.000001500007783761248","0.000001500007783761248","0.000001500007783761248","0.0000012075990980520146","0.0000012075990980520146","0.0000012075990980520146"
"165000","0.0000011213943480470334","0.0000011213943480470334","0.0000011213943480470334","0.0000010575123496892047","0.0000010575123496892047","0.0000010575123496892047"
"170000","0.0000021823311726620886","0.0000021823311726620886","0.0000021823311726620886","0.0000014749193724128418","0.0000014749193724128418","0.0000014749193724128418"
"175000","0.000002067845798592316","0.000002067845798592316","0.000002067845798592316","9.563001412971062e-7","9.563001412971062e-7","9.563001412971062e-7"
"180000","0.0000014457742736340151","0.0000014457742736340151","0.0000014457742736340151","7.083162927301601e-7","7.083162927301601e-7","7.083162927301601e-7"
"185000","0.0000015855297306188731","0.0000015855297306188731","0.0000015855297306188731","9.728076975079603e-7","9.728076975079603e-7","9.728076975079603e-7"
"190000","0.0000018453039274390903","0.0000018453039274390903","0.0000018453039274390903","0.000001127118025578966","0.000001127118025578966","0.000001127118025578966"
"195000","0.0000012748155313602183","0.0000012748155313602183","0.0000012748155313602183","7.683976832595363e-7","7.683976832595363e-7","7.683976832595363e-7"
"200000","0.0000013601525097328704","0.0000013601525097328704","0.0000013601525097328704","5.310366191224603e-7","5.310366191224603e-7","5.310366191224603e-7"
"205000","0.0000014796021332585951","0.0000014796021332585951","0.0000014796021332585951","0.0000022696799533150624","0.0000022696799533150624","0.0000022696799533150624"
"210000","0.0000042552524064376485","0.0000042552524064376485","0.0000042552524064376485","6.533348937409755e-7","6.533348937409755e-7","6.533348937409755e-7"
"215000","8.588458513258956e-7","8.588458513258956e-7","8.588458513258956e-7","9.572579529049108e-7","9.572579529049108e-7","9.572579529049108e-7"
"220000","9.7687939160096e-7","9.7687939160096e-7","9.7687939160096e-7","9.7834140433406e-7","9.7834140433406e-7","9.7834140433406e-7"
"225000","5.806891181237006e-7","5.806891181237006e-7","5.806891181237006e-7","0.0000010323047945348662","0.0000010323047945348662","0.0000010323047945348662"
"230000","6.960972882552596e-7","6.960972882552596e-7","6.960972882552596e-7","5.650518346556055e-7","5.650518346556055e-7","5.650518346556055e-7"
"235000","8.966960081124853e-7","8.966960081124853e-7","8.966960081124853e-7","6.434913188968494e-7","6.434913188968494e-7","6.434913188968494e-7"
"240000","5.218658429839707e-7","5.218658429839707e-7","5.218658429839707e-7","6.336001092677179e-7","6.336001092677179e-7","6.336001092677179e-7"
"245000","0.0000016016189192669117","0.0000016016189192669117","0.0000016016189192669117","6.525946787405701e-7","6.525946787405701e-7","6.525946787405701e-7"
"250000","0.0000015844068457226967","0.0000015844068457226967","0.0000015844068457226967","7.879132226662477e-7","7.879132226662477e-7","7.879132226662477e-7"
"255000","6.712652975693345e-7","6.712652975693345e-7","6.712652975693345e-7","7.035685598566488e-7","7.035685598566488e-7","7.035685598566488e-7"
"260000","0.0000021369196474552155","0.0000021369196474552155","0.0000021369196474552155","0.0000017257658555536182","0.0000017257658555536182","0.0000017257658555536182"
"265000","0.0000015892188685029396","0.0000015892188685029396","0.0000015892188685029396","5.008443508813798e-7","5.008443508813798e-7","5.008443508813798e-7"
"270000","6.996595516284287e-7","6.996595516284287e-7","6.996595516284287e-7","6.469319941970753e-7","6.469319941970753e-7","6.469319941970753e-7"
"275000","0.0000029620196073665284","0.0000029620196073665284","0.0000029620196073665284","6.212197263266717e-7","6.212197263266717e-7","6.212197263266717e-7"
"280000","6.65884670070227e-7","6.65884670070227e-7","6.65884670070227e-7","9.327775956080586e-7","9.327775956080586e-7","9.327775956080586e-7"
"285000","8.810785629975726e-7","8.810785629975726e-7","8.810785629975726e-7","3.8224652598728426e-7","3.8224652598728426e-7","3.8224652598728426e-7"
"290000","4.539523956736957e-7","4.539523956736957e-7","4.539523956736957e-7","7.213872663669463e-7","7.213872663669463e-7","7.213872663669463e-7"
"295000","0.0000012632394827960525","0.0000012632394827960525","0.0000012632394827960525","3.8276476743703824e-7","3.8276476743703824e-7","3.8276476743703824e-7"
"300000","4.008098528629489e-7","4.008098528629489e-7","4.008098528629489e-7","9.515824785921723e-7","9.515824785921723e-7","9.515824785921723e-7"
"305000","0.000001969876393559389","0.000001969876393559389","0.000001969876393559389","0.0000012914601938973647","0.0000012914601938973647","0.0000012914601938973647"
"310000","0.000001069707309397927","0.000001069707309397927","0.000001069707309397927","0.0000017671997056822875","0.0000017671997056822875","0.0000017671997056822875"
"315000","2.8745503755089885e-7","2.8745503755089885e-7","2.8745503755089885e-7","4.357915202035656e-7","4.357915202035656e-7","4.357915202035656e-7"
"320000","0.0000011572248013180797","0.0000011572248013180797","0.0000011572248013180797","6.935109126970929e-7","6.935109126970929e-7","6.935109126970929e-7"
"325000","0.0000022930380509933457","0.0000022930380509933457","0.0000022930380509933457","9.243200338460156e-7","9.243200338460156e-7","9.243200338460156e-7"
"330000","0.0000013283398629937437","0.0000013283398629937437","0.0000013283398629937437","6.996687602622842e-7","6.996687602622842e-7","6.996687602622842e-7"
"335000","5.281942776491633e-7","5.281942776491633e-7","5.281942776491633e-7","4.946662102156552e-7","4.946662102156552e-7","4.946662102156552e-7"
"340000","0.0000014095718370299437","0.0000014095718370299437","0.0000014095718370299437","8.581666861573467e-7","8.581666861573467e-7","8.581666861573467e-7"
"345000","7.881289434408245e-7","7.881289434408245e-7","7.881289434408245e-7","9.465966286370531e-7","9.465966286370531e-7","9.465966286370531e-7"
"350000","9.249463914784428e-7","9.249463914784428e-7","9.249463914784428e-7","8.006576877050975e-7","8.006576877050975e-7","8.006576877050975e-7"
"355000","6.736865998391295e-7","6.736865998391295e-7","6.736865998391295e-7","6.110398089731461e-7","6.110398089731461e-7","6.110398089731461e-7"
"360000","0.0000014233575029720669","0.0000014233575029720669","0.0000014233575029720669","4.917641263091355e-7","4.917641263091355e-7","4.917641263091355e-7"
"365000","8.128452577693679e-7","8.128452577693679e-7","8.128452577693679e-7","5.533955800274271e-7","5.533955800274271e-7","5.533955800274271e-7"
"370000","0.0000011909960448974743","0.0000011909960448974743","0.0000011909960448974743","5.053843779023737e-7","5.053843779023737e-7","5.053843779023737e-7"
"375000","6.441657660616329e-7","6.441657660616329e-7","6.441657660616329e-7","6.286898042162647e-7","6.286898042162647e-7","6.286898042162647e-7"
"380000","8.731551019991457e-7","8.731551019991457e-7","8.731551019991457e-7","5.492820491781458e-7","5.492820491781458e-7","5.492820491781458e-7"
"385000","0.000001402612042511464","0.000001402612042511464","0.000001402612042511464","8.669265412208915e-7","8.669265412208915e-7","8.669265412208915e-7"
"390000","3.6761284150088613e-7","3.6761284150088613e-7","3.6761284150088613e-7","6.509050649583514e-7","6.509050649583514e-7","6.509050649583514e-7"
"395000","3.584601699913037e-7","3.584601699913037e-7","3.584601699913037e-7","7.999444164852321e-7","7.999444164852321e-7","7.999444164852321e-7"
"400000","5.124872473061259e-7","5.124872473061259e-7","5.124872473061259e-7","7.843420348763175e-7","7.843420348763175e-7","7.843420348763175e-7"
"405000","4.258877766005753e-7","4.258877766005753e-7","4.258877766005753e-7","6.428803089875146e-7","6.428803089875146e-7","6.428803089875146e-7"
"410000","7.268150739037083e-7","7.268150739037083e-7","7.268150739037083e-7","5.304979140419164e-7","5.304979140419164e-7","5.304979140419164e-7"
"415000","9.001342391457001e-7","9.001342391457001e-7","9.001342391457001e-7","3.722998940247635e-7","3.722998940247635e-7","3.722998940247635e-7"
"420000","8.004564620023302e-7","8.004564620023302e-7","8.004564620023302e-7","5.677053991348657e-7","5.677053991348657e-7","5.677053991348657e-7"
"425000","8.479618145429413e-7","8.479618145429413e-7","8.479618145429413e-7","8.87184114617412e-7","8.87184114617412e-7","8.87184114617412e-7"
"430000","5.932704425504198e-7","5.932704425504198e-7","5.932704425504198e-7","6.427610514947446e-7","6.427610514947446e-7","6.427610514947446e-7"
"435000","6.832605095041799e-7","6.832605095041799e-7","6.832605095041799e-7","4.6573174472541723e-7","4.6573174472541723e-7","4.6573174472541723e-7"
"440000","0.000001374513772134378","0.000001374513772134378","0.000001374513772134378","4.386265004541201e-7","4.386265004541201e-7","4.386265004541201e-7"
"445000","6.653549462498631e-7","6.653549462498631e-7","6.653549462498631e-7","5.532623390536173e-7","5.532623390536173e-7","5.532623390536173e-7"
"450000","4.423333450631617e-7","4.423333450631617e-7","4.423333450631617e-7","6.845704660918273e-7","6.845704660918273e-7","6.845704660918273e-7"
"455000","0.0000012980964356756886","0.0000012980964356756886","0.0000012980964356756886","7.453344323948841e-7","7.453344323948841e-7","7.453344323948841e-7"
"460000","8.722134339222976e-7","8.722134339222976e-7","8.722134339222976e-7","6.553884759341599e-7","6.553884759341599e-7","6.553884759341599e-7"
"465000","7.565745363535825e-7","7.565745363535825e-7","7.565745363535825e-7","8.666963822179241e-7","8.666963822179241e-7","8.666963822179241e-7"
"470000","3.842388878183556e-7","3.842388878183556e-7","3.842388878183556e-7","8.109408327072742e-7","8.109408327072742e-7","8.109408327072742e-7"
"475000","7.651720466128609e-7","7.651720466128609e-7","7.651720466128609e-7","7.402843493764522e-7","7.402843493764522e-7","7.402843493764522e-7"
"480000","4.433358355981909e-7","4.433358355981909e-7","4.433358355981909e-7","4.654159226902266e-7","4.654159226902266e-7","4.654159226902266e-7"
"485000","3.867456541684078e-7","3.867456541684078e-7","3.867456541684078e-7","2.796111857605865e-7","2.796111857605865e-7","2.796111857605865e-7"
"490000","3.1617344120604685e-7","3.1617344120604685e-7","3.1617344120604685e-7","3.430637036672124e-7","3.430637036672124e-7","3.430637036672124e-7"
"495000","5.323394134393311e-7","5.323394134393311e-7","5.323394134393311e-7","3.3052143066925055e-7","3.3052143066925055e-7","3.3052143066925055e-7"
"500000","7.380412512247858e-7","7.380412512247858e-7","7.380412512247858e-7","6.813315849285573e-7","6.813315849285573e-7","6.813315849285573e-7"