"Step","forgotten-destroyer-102 - ae","forgotten-destroyer-102 - ae__MIN","forgotten-destroyer-102 - ae__MAX","main3D_percentages - ae","main3D_percentages - ae__MIN","main3D_percentages - ae__MAX","coarseG_false-l1_true - ae","coarseG_false-l1_true - ae__MIN","coarseG_false-l1_true - ae__MAX"
"5000","","","","0.001170555828139186","0.001170555828139186","0.001170555828139186","","",""
"10000","","","","0.0005180431180633605","0.0005180431180633605","0.0005180431180633605","","",""
"15000","","","","0.0003935453714802861","0.0003935453714802861","0.0003935453714802861","","",""
"20000","","","","0.00031466002110391855","0.00031466002110391855","0.00031466002110391855","","",""
"25000","","","","0.00032194689265452325","0.00032194689265452325","0.00032194689265452325","","",""
"30000","","","","0.0002478474925737828","0.0002478474925737828","0.0002478474925737828","","",""
"35000","","","","0.00019635532225947827","0.00019635532225947827","0.00019635532225947827","","",""
"40000","","","","0.00035383825888857245","0.00035383825888857245","0.00035383825888857245","","",""
"45000","","","","0.00018979182641487569","0.00018979182641487569","0.00018979182641487569","","",""
"50000","","","","0.00012715472257696092","0.00012715472257696092","0.00012715472257696092","","",""
"55000","","","","0.00014814235328231007","0.00014814235328231007","0.00014814235328231007","","",""
"60000","","","","0.00016809289809316397","0.00016809289809316397","0.00016809289809316397","","",""
"65000","","","","0.00012468617933336645","0.00012468617933336645","0.00012468617933336645","","",""
"70000","","","","0.00010472931899130344","0.00010472931899130344","0.00010472931899130344","","",""
"75000","","","","0.0001381008478347212","0.0001381008478347212","0.0001381008478347212","","",""
"80000","0.00010416825534775853","0.00010416825534775853","0.00010416825534775853","0.0001067623816197738","0.0001067623816197738","0.0001067623816197738","","",""
"85000","0.00011263903434155509","0.00011263903434155509","0.00011263903434155509","0.00007108764839358628","0.00007108764839358628","0.00007108764839358628","","",""
"90000","0.00009732673061080277","0.00009732673061080277","0.00009732673061080277","0.00010661686246749014","0.00010661686246749014","0.00010661686246749014","","",""
"95000","0.00010765105980681255","0.00010765105980681255","0.00010765105980681255","0.00009047793719219044","0.00009047793719219044","0.00009047793719219044","","",""
"100000","0.0001242824801011011","0.0001242824801011011","0.0001242824801011011","","","","0.0018806869629770517","0.0018806869629770517","0.0018806869629770517"
"105000","0.00006851184298284352","0.00006851184298284352","0.00006851184298284352","","","","0.0018318736692890525","0.0018318736692890525","0.0018318736692890525"
"110000","0.00009248577407561243","0.00009248577407561243","0.00009248577407561243","","","","0.0019032183336094022","0.0019032183336094022","0.0019032183336094022"
"115000","0.00009076204150915146","0.00009076204150915146","0.00009076204150915146","","","","0.0018066115444526076","0.0018066115444526076","0.0018066115444526076"
"120000","0.00005585610415437259","0.00005585610415437259","0.00005585610415437259","","","","0.002045796485617757","0.002045796485617757","0.002045796485617757"
"125000","0.00006869335629744455","0.00006869335629744455","0.00006869335629744455","","","","0.0017950613982975483","0.0017950613982975483","0.0017950613982975483"
"130000","0.0001407871168339625","0.0001407871168339625","0.0001407871168339625","","","","0.0018284866819158196","0.0018284866819158196","0.0018284866819158196"
"135000","0.0000793829676695168","0.0000793829676695168","0.0000793829676695168","","","","0.0017735775327309966","0.0017735775327309966","0.0017735775327309966"
"140000","0.0000734168934286572","0.0000734168934286572","0.0000734168934286572","","","","0.0018571479013189673","0.0018571479013189673","0.0018571479013189673"
"145000","0.0000774771033320576","0.0000774771033320576","0.0000774771033320576","","","","0.0018441546708345413","0.0018441546708345413","0.0018441546708345413"
"150000","0.00011427902791183442","0.00011427902791183442","0.00011427902791183442","","","","0.0017016124911606312","0.0017016124911606312","0.0017016124911606312"
"155000","0.00004644319415092468","0.00004644319415092468","0.00004644319415092468","","","","0.0018181329360231757","0.0018181329360231757","0.0018181329360231757"
"160000","0.00010292140359524637","0.00010292140359524637","0.00010292140359524637","","","","0.0018791098846122622","0.0018791098846122622","0.0018791098846122622"
"165000","0.00006626546382904053","0.00006626546382904053","0.00006626546382904053","","","","0.0017775616142898798","0.0017775616142898798","0.0017775616142898798"
"170000","0.00007521470979554579","0.00007521470979554579","0.00007521470979554579","","","","0.001786503940820694","0.001786503940820694","0.001786503940820694"
"175000","0.000058021618315251544","0.000058021618315251544","0.000058021618315251544","","","","0.0017790189012885094","0.0017790189012885094","0.0017790189012885094"
"180000","0.00006575544830411673","0.00006575544830411673","0.00006575544830411673","","","","0.0018014010274782777","0.0018014010274782777","0.0018014010274782777"
"185000","0.00008352516306331381","0.00008352516306331381","0.00008352516306331381","","","","0.0016457162564620376","0.0016457162564620376","0.0016457162564620376"
"190000","0.00006581613706657663","0.00006581613706657663","0.00006581613706657663","","","","0.0017309602117165923","0.0017309602117165923","0.0017309602117165923"
"195000","0.00005159402280696668","0.00005159402280696668","0.00005159402280696668","","","","0.0018026179168373346","0.0018026179168373346","0.0018026179168373346"
"200000","0.00005476971637108363","0.00005476971637108363","0.00005476971637108363","","","","0.0017443542601540685","0.0017443542601540685","0.0017443542601540685"
"205000","0.00005222925392445177","0.00005222925392445177","0.00005222925392445177","","","","0.0016850392566993833","0.0016850392566993833","0.0016850392566993833"
"210000","0.00007593270856887102","0.00007593270856887102","0.00007593270856887102","","","","0.0017196746775880456","0.0017196746775880456","0.0017196746775880456"
"215000","0.00006910412048455328","0.00006910412048455328","0.00006910412048455328","","","","0.0015499114524573088","0.0015499114524573088","0.0015499114524573088"
"220000","0.00007441109482897446","0.00007441109482897446","0.00007441109482897446","","","","0.001583521836437285","0.001583521836437285","0.001583521836437285"
"225000","0.00003895665213349275","0.00003895665213349275","0.00003895665213349275","","","","0.0016429804963991046","0.0016429804963991046","0.0016429804963991046"
"230000","0.00006076912904973142","0.00006076912904973142","0.00006076912904973142","","","","0.0016754160169512033","0.0016754160169512033","0.0016754160169512033"
"235000","0.00013550379662774503","0.00013550379662774503","0.00013550379662774503","","","","0.0015969177475199103","0.0015969177475199103","0.0015969177475199103"
"240000","0.00006926350761204958","0.00006926350761204958","0.00006926350761204958","","","","0.0015551456017419696","0.0015551456017419696","0.0015551456017419696"
"245000","0.00005809104550280608","0.00005809104550280608","0.00005809104550280608","","","","0.0015601601917296648","0.0015601601917296648","0.0015601601917296648"
"250000","0.00006657245830865577","0.00006657245830865577","0.00006657245830865577","","","","0.0016274090157821774","0.0016274090157821774","0.0016274090157821774"
"255000","0.00007569864828838035","0.00007569864828838035","0.00007569864828838035","","","","0.001583391334861517","0.001583391334861517","0.001583391334861517"
"260000","0.0000743724885978736","0.0000743724885978736","0.0000743724885978736","","","","0.0014977206010371447","0.0014977206010371447","0.0014977206010371447"
"265000","0.00005368802885641344","0.00005368802885641344","0.00005368802885641344","","","","0.0014959066174924374","0.0014959066174924374","0.0014959066174924374"
"270000","0.00006990591646172106","0.00006990591646172106","0.00006990591646172106","","","","0.0016411198303103447","0.0016411198303103447","0.0016411198303103447"
"275000","0.00005970752681605518","0.00005970752681605518","0.00005970752681605518","","","","0.00159635697491467","0.00159635697491467","0.00159635697491467"
"280000","0.00005531916758627631","0.00005531916758627631","0.00005531916758627631","","","","0.0014386267866939306","0.0014386267866939306","0.0014386267866939306"
"285000","0.00004564205664792098","0.00004564205664792098","0.00004564205664792098","","","","0.0014131775824353099","0.0014131775824353099","0.0014131775824353099"
"290000","0.00005265399886411615","0.00005265399886411615","0.00005265399886411615","","","","0.0014425127301365137","0.0014425127301365137","0.0014425127301365137"
"295000","0.00004510290818870999","0.00004510290818870999","0.00004510290818870999","","","","0.0014344054507091641","0.0014344054507091641","0.0014344054507091641"
"300000","0.00006847779150120914","0.00006847779150120914","0.00006847779150120914","","","","0.0013891069684177637","0.0013891069684177637","0.0013891069684177637"
"305000","0.00005696562948287465","0.00005696562948287465","0.00005696562948287465","","","","0.0013543687527999282","0.0013543687527999282","0.0013543687527999282"
"310000","0.00004404188075568527","0.00004404188075568527","0.00004404188075568527","","","","0.0013268737820908427","0.0013268737820908427","0.0013268737820908427"
"315000","0.000033765485568437725","0.000033765485568437725","0.000033765485568437725","","","","0.0014578428817912936","0.0014578428817912936","0.0014578428817912936"
"320000","0.00007279364945134148","0.00007279364945134148","0.00007279364945134148","","","","0.0013181900139898062","0.0013181900139898062","0.0013181900139898062"
"325000","0.00004275267565390095","0.00004275267565390095","0.00004275267565390095","","","","0.0013029722031205893","0.0013029722031205893","0.0013029722031205893"
"330000","0.0000560985499760136","0.0000560985499760136","0.0000560985499760136","","","","0.0013204461429268122","0.0013204461429268122","0.0013204461429268122"
"335000","0.00007985131378518417","0.00007985131378518417","0.00007985131378518417","","","","0.001285801874473691","0.001285801874473691","0.001285801874473691"
"340000","0.000041167615563608706","0.000041167615563608706","0.000041167615563608706","","","","0.0012054811231791973","0.0012054811231791973","0.0012054811231791973"
"345000","0.00005533339935936965","0.00005533339935936965","0.00005533339935936965","","","","0.0012590002734214067","0.0012590002734214067","0.0012590002734214067"
"350000","0.000034753524232655764","0.000034753524232655764","0.000034753524232655764","","","","0.0011949071194976568","0.0011949071194976568","0.0011949071194976568"
"355000","0.00006380093691404909","0.00006380093691404909","0.00006380093691404909","","","","0.0012274831533432007","0.0012274831533432007","0.0012274831533432007"
"360000","0.00003930744423996657","0.00003930744423996657","0.00003930744423996657","","","","0.001238541561178863","0.001238541561178863","0.001238541561178863"
"365000","0.0000367491265933495","0.0000367491265933495","0.0000367491265933495","","","","0.0011112981010228395","0.0011112981010228395","0.0011112981010228395"
"370000","0.000042929936171276495","0.000042929936171276495","0.000042929936171276495","","","","0.0011057559167966247","0.0011057559167966247","0.0011057559167966247"
"375000","0.00006170914275571704","0.00006170914275571704","0.00006170914275571704","","","","0.0010897645261138678","0.0010897645261138678","0.0010897645261138678"
"380000","0.000046903322072466835","0.000046903322072466835","0.000046903322072466835","","","","0.0010703474981710315","0.0010703474981710315","0.0010703474981710315"
"385000","0.00005883433186681941","0.00005883433186681941","0.00005883433186681941","","","","0.0011310045374557376","0.0011310045374557376","0.0011310045374557376"
"390000","0.00003622959411586635","0.00003622959411586635","0.00003622959411586635","","","","0.0011280931066721678","0.0011280931066721678","0.0011280931066721678"
"395000","0.00003936707435059361","0.00003936707435059361","0.00003936707435059361","","","","0.0011016110656782985","0.0011016110656782985","0.0011016110656782985"
"400000","0.000048099234845722094","0.000048099234845722094","0.000048099234845722094","","","","0.0010339110740460455","0.0009888142812997103","0.0010790078667923808"
"405000","0.00003542337071849033","0.00003542337071849033","0.00003542337071849033","","","","0.0010055402526631951","0.0010055402526631951","0.0010055402526631951"
"410000","0.0000386777646781411","0.0000386777646781411","0.0000386777646781411","","","","0.0009745314600877464","0.0009745314600877464","0.0009745314600877464"
"415000","0.00005772084841737524","0.00005772084841737524","0.00005772084841737524","","","","0.0009382119751535356","0.0009382119751535356","0.0009382119751535356"
"420000","0.000051556722610257566","0.000051556722610257566","0.000051556722610257566","","","","0.0010190430330112576","0.0010190430330112576","0.0010190430330112576"
"425000","0.00006639704224653542","0.00006639704224653542","0.00006639704224653542","","","","0.0009042637539096177","0.0009042637539096177","0.0009042637539096177"
"430000","0.00004721541699836962","0.00004721541699836962","0.00004721541699836962","","","","0.0009431550861336291","0.0009431550861336291","0.0009431550861336291"
"435000","0.000069765119405929","0.000069765119405929","0.000069765119405929","","","","0.0008021583780646324","0.0008021583780646324","0.0008021583780646324"
"440000","0.00003931301034754142","0.00003931301034754142","0.00003931301034754142","","","","0.0008322606445290148","0.0008322606445290148","0.0008322606445290148"
"445000","0.000048763398808659986","0.000048763398808659986","0.000048763398808659986","","","","0.0008549703052267432","0.0008549703052267432","0.0008549703052267432"
"450000","0.0000546748487977311","0.0000546748487977311","0.0000546748487977311","","","","0.0008056964143179357","0.0008056964143179357","0.0008056964143179357"
"455000","0.00007165961142163724","0.00007165961142163724","0.00007165961142163724","","","","0.0007683055591769516","0.0007683055591769516","0.0007683055591769516"
"460000","0.000050915448809973896","0.000050915448809973896","0.000050915448809973896","","","","0.0007407889934256673","0.0007407889934256673","0.0007407889934256673"
"465000","0.00005635284469462931","0.00005635284469462931","0.00005635284469462931","","","","0.0006543031195178628","0.0006543031195178628","0.0006543031195178628"
"470000","0.000051292357966303825","0.000051292357966303825","0.000051292357966303825","","","","0.0006746872677467763","0.0006746872677467763","0.0006746872677467763"
"475000","0.00005006761784898117","0.00005006761784898117","0.00005006761784898117","","","","0.0006356902304105461","0.0006356902304105461","0.0006356902304105461"
"480000","0.0000757339657866396","0.0000757339657866396","0.0000757339657866396","","","","0.0005758784827776253","0.0005758784827776253","0.0005758784827776253"
"485000","0.000049012640374712646","0.000049012640374712646","0.000049012640374712646","","","","0.0006234058528207242","0.0006234058528207242","0.0006234058528207242"
"490000","0.000047527148126391694","0.000047527148126391694","0.000047527148126391694","","","","0.0006049657822586596","0.0006049657822586596","0.0006049657822586596"
"495000","0.000033963042369578034","0.000033963042369578034","0.000033963042369578034","","","","0.0006006304174661636","0.0006006304174661636","0.0006006304174661636"
"500000","0.000046455912524834275","0.000046455912524834275","0.000046455912524834275","","","","0.0005511841736733913","0.0005511841736733913","0.0005511841736733913"
"505000","","","","","","","0.0004816795408260077","0.0004816795408260077","0.0004816795408260077"
"510000","","","","","","","0.0004593929334077984","0.0004593929334077984","0.0004593929334077984"
"515000","","","","","","","0.00045906956074759364","0.00045906956074759364","0.00045906956074759364"
"520000","","","","","","","0.0004333970427978784","0.0004333970427978784","0.0004333970427978784"
"525000","","","","","","","0.00042351652518846095","0.00042351652518846095","0.00042351652518846095"
"530000","","","","","","","0.00038543224218301475","0.00038543224218301475","0.00038543224218301475"
"535000","","","","","","","0.00034211049205623567","0.00034211049205623567","0.00034211049205623567"
"540000","","","","","","","0.00033605541102588177","0.00033605541102588177","0.00033605541102588177"
"545000","","","","","","","0.00035416733589954674","0.00035416733589954674","0.00035416733589954674"
"550000","","","","","","","0.0003440297150518745","0.0003440297150518745","0.0003440297150518745"
"555000","","","","","","","0.000311691575916484","0.000311691575916484","0.000311691575916484"
"560000","","","","","","","0.0003097747394349426","0.0003097747394349426","0.0003097747394349426"
"565000","","","","","","","0.00024458803818561137","0.00024458803818561137","0.00024458803818561137"
"570000","","","","","","","0.0003063989570364356","0.0003063989570364356","0.0003063989570364356"
"575000","","","","","","","0.0002369724097661674","0.0002369724097661674","0.0002369724097661674"
"580000","","","","","","","0.00026909084408544004","0.00026909084408544004","0.00026909084408544004"
"585000","","","","","","","0.00023889070143923163","0.00023889070143923163","0.00023889070143923163"
"590000","","","","","","","0.00023164278536569327","0.00023164278536569327","0.00023164278536569327"
"595000","","","","","","","0.00023005936236586422","0.00023005936236586422","0.00023005936236586422"
"600000","","","","","","","0.00020431983284652233","0.00020431983284652233","0.00020431983284652233"